"X1","ids_lookup","sunburst_wheel","ids","selector","labels","risk","titles","parents","values","node","element","link"
353,"To<sup>a</sup>_1",1,"To<sup>a</sup>","Low_prevalence_antigen - none","To<sup>a</sup>","None - ""no published reports of association with HDFN""","To<sup>a</sup>","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Sid_blood_group_system"
354,"Pt<sup>a</sup>_1",1,"Pt<sup>a</sup>","Low_prevalence_antigen - none","Pt<sup>a</sup>","None - ""no published reports of association with HDFN""","Pt<sup>a</sup>","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
355,"Re<sup>a</sup>_1",1,"Re<sup>a</sup>","Low_prevalence_antigen - none","Re<sup>a</sup>","None - ""no published reports of association with HDFN""","Re<sup>a</sup>","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
356,"Je<sup>a</sup>_1",1,"Je<sup>a</sup>","Low_prevalence_antigen - none","Je<sup>a</sup>","None - ""no published reports of association with HDFN""","Je<sup>a</sup>","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
357,"Li<sup>a</sup>_1",1,"Li<sup>a</sup>","Low_prevalence_antigen - none","Li<sup>a</sup>","None - ""no published reports of association with HDFN""","Li<sup>a</sup>","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
358,"Milne_1",1,"Milne","Low_prevalence_antigen - none","Milne","None - ""no published reports of association with HDFN""","Milne","Low_prevalence_antigen - none",0.0576036866359447,"1","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
359,"RASM_1",1,"RASM","Low_prevalence_antigen - none","RASM","None - ""no published reports of association with HDFN""","RASM","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
360,"JFV_1",1,"JFV","Low_prevalence_antigen - none","JFV","None - ""no published reports of association with HDFN""","JFV","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
361,"JONES_1",1,"JONES","Low_prevalence_antigen - none","JONES","None - ""no published reports of association with HDFN""","JONES","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
362,"HOFM_1",1,"HOFM","Low_prevalence_antigen - none","HOFM","None - ""no published reports of association with HDFN""","HOFM","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
363,"REIT_1",1,"REIT","Low_prevalence_antigen - none","REIT","None - ""no published reports of association with HDFN""","REIT","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
364,"ABO_2",2,"ABO","ABO","ABO","<p></p>","ABO",NA,2.56410256410256,"2, 30","p","https://en.wikipedia.org/wiki/ABO_blood_group_system"
365,"Chido_Rogers_2",2,"Chido_Rogers","Chido_Rogers","Chido_Rogers","<p></p>","Chido_Rogers",NA,2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Complement_component_4"
366,"Colton_2",2,"Colton","Colton","Colton","<p></p>","Colton",NA,2.56410256410256,"1, 2","p","https://en.wikipedia.org/wiki/Colton_antigen_system"
367,"Cost_2",2,"Cost","Cost","Cost","<p></p>","Cost",NA,2.56410256410256,"4","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
368,"Cromer_2",2,"Cromer","Cromer","Cromer","<p></p>","Cromer",NA,2.56410256410256,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
369,"Diego_2",2,"Diego","Diego","Diego","<p></p>","Diego",NA,2.56410256410256,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
370,"Dombrock_2",2,"Dombrock","Dombrock","Dombrock","<p></p>","Dombrock",NA,2.56410256410256,"11, 12","p","https://en.wikipedia.org/wiki/ART4"
371,"Duffy_2",2,"Duffy","Duffy","Duffy","<p></p>","Duffy",NA,2.56410256410256,"13, 81, 82, 84","p","https://en.wikipedia.org/wiki/Duffy_antigen_system"
372,"Er_2",2,"Er","Er","Er","<p></p>","Er",NA,2.56410256410256,"5","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
373,"Forssman_2",2,"Forssman","Forssman","Forssman","<p></p>","Forssman",NA,2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Forssman_antigen"
374,"Gerbich_2",2,"Gerbich","Gerbich","Gerbich","<p></p>","Gerbich",NA,2.56410256410256,"27, 29","p","https://en.wikipedia.org/wiki/Glycophorin_C"
375,"Gill_2",2,"Gill","Gill","Gill","<p></p>","Gill",NA,2.56410256410256,"11","p","https://en.wikipedia.org/wiki/Aquaporin_3"
376,"Globoside_2",2,"Globoside","Globoside","Globoside","<p></p>","Globoside",NA,2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Globoside"
377,"H_2",2,"H","H","H","<p></p>","H",NA,2.56410256410256,"1","li","https://en.wikipedia.org/wiki/H_antigen"
378,"High_prevalence_antigen_2",2,"High_prevalence_antigen","High_prevalence_antigen","High_prevalence_antigen","<p></p>","High_prevalence_antigen",NA,2.56410256410256,"7","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
379,"I_2",2,"I","I","I","<p></p>","I",NA,2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Ii_antigen_system"
380,"Indian_2",2,"Indian","Indian","Indian","None - ""no published reports of association with HDFN""","Indian",NA,2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Indian_blood_group_system"
381,"John_Milton_2",2,"John_Milton","John_Milton","John_Milton","<p></p>","John_Milton",NA,2.56410256410256,"13","p","https://en.wikipedia.org/wiki/SEMA7A"
382,"Junior_2",2,"Junior","Junior","Junior","<p></p>","Junior",NA,2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Junior_blood_group_system"
383,"Kell_2",2,"Kell","Kell","Kell","<p></p>","Kell",NA,2.56410256410256,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
384,"Kidd_2",2,"Kidd","Kidd","Kidd","<p></p>","Kidd",NA,2.56410256410256,"1, 2, 16","p","https://en.wikipedia.org/wiki/Kidd_antigen_system"
385,"Knops_2",2,"Knops","Knops","Knops","<p></p>","Knops",NA,2.56410256410256,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
386,"Kx_2",2,"Kx","Kx","Kx","<p></p>","Kx",NA,2.56410256410256,"1","p","https://en.wikipedia.org/wiki/XK_(protein)"
387,"Landsteiner_Weiner_2",2,"Landsteiner_Weiner","Landsteiner_Weiner","Landsteiner_Weiner","<p></p>","Landsteiner_Weiner",NA,2.56410256410256,"1, 7","p","https://en.wikipedia.org/wiki/Lan_blood_group_system"
388,"Langereis_2",2,"Langereis","Langereis","Langereis","<p></p>","Langereis",NA,2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Lan_blood_group_system"
389,"Lewis_2",2,"Lewis","Lewis","Lewis","<p></p>","Lewis",NA,2.56410256410256,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
390,"Low_prevalence_antigen_2",2,"Low_prevalence_antigen","Low_prevalence_antigen","Low_prevalence_antigen","<p></p>","Low_prevalence_antigen",NA,2.56410256410256,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
391,"Lutheran_2",2,"Lutheran","Lutheran","Lutheran","<p></p>","Lutheran",NA,2.56410256410256,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
392,"Mittenberger_2",2,"Mittenberger","Mittenberger","Mittenberger","<p></p>","Mittenberger",NA,2.56410256410256,"1","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
393,"MNSs_2",2,"MNSs","MNSs","MNSs","<p></p>","MNSs",NA,2.56410256410256,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
394,"Ok_2",2,"Ok","Ok","Ok","<p></p>","Ok",NA,2.56410256410256,"13","p","https://en.wikipedia.org/wiki/Basigin"
395,"P1Pk_2",2,"P1Pk","P1Pk","P1Pk","<p></p>","P1Pk",NA,2.56410256410256,"8","ul","https://en.wikipedia.org/wiki/P1PK_blood_group_system"
396,"Raph_2",2,"Raph","Raph","Raph","<p></p>","Raph",NA,2.56410256410256,"12","p","https://en.wikipedia.org/wiki/CD151"
397,"RHAG_2",2,"RHAG","RHAG","RHAG","<p></p>","RHAG",NA,2.56410256410256,"12","p","https://en.wikipedia.org/wiki/RHAG"
398,"Rhesus_2",2,"Rhesus","Rhesus","Rhesus","<p></p>","Rhesus",NA,2.56410256410256,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
399,"Scianna_2",2,"Scianna","Scianna","Scianna","<p></p>","Scianna",NA,2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Scianna_antigen_system"
400,"Vel_2",2,"Vel","Vel","Vel","<p></p>","Vel",NA,2.56410256410256,"1, 5","p","https://en.wikipedia.org/wiki/Vel_blood_group"
401,"Xg_2",2,"Xg","Xg","Xg","<p></p>","Xg",NA,2.56410256410256,"1, 2","p","https://en.wikipedia.org/wiki/Xg_antigen_system"
402,"Yt(Cartwright)_2",2,"Yt(Cartwright)","Yt(Cartwright)","Yt(Cartwright)","<p></p>","Yt(Cartwright)",NA,2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Yt_antigen_system"
403,"ABO - mild_2",2,"ABO - mild","ABO - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","ABO","ABO",2.56410256410256,"2, 30","p","https://en.wikipedia.org/wiki/ABO_blood_group_system"
404,"Chido_Rogers - none_2",2,"Chido_Rogers - none","Chido_Rogers - none","none","None - ""no published reports of association with HDFN""","Chido_Rogers","Chido_Rogers",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Complement_component_4"
405,"Colton - mild_2",2,"Colton - mild","Colton - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Colton","Colton",1.28205128205128,"1, 2","p","https://en.wikipedia.org/wiki/Colton_antigen_system"
406,"Colton - moderate_2",2,"Colton - moderate","Colton - moderate","moderate","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Colton","Colton",1.28205128205128,"1, 2","p","https://en.wikipedia.org/wiki/Colton_antigen_system"
407,"Cost - none_2",2,"Cost - none","Cost - none","none","None - ""no published reports of association with HDFN""","Cost","Cost",2.56410256410256,"4","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
408,"Cromer - none_2",2,"Cromer - none","Cromer - none","none","None - ""no published reports of association with HDFN""","Cromer","Cromer",2.56410256410256,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
409,"Diego - moderate_2",2,"Diego - moderate","Diego - moderate","moderate","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Diego","Diego",1.28205128205128,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
410,"Diego - none_2",2,"Diego - none","Diego - none","none","None - ""no published reports of association with HDFN""","Diego","Diego",1.28205128205128,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
411,"Dombrock - none_2",2,"Dombrock - none","Dombrock - none","none","None - ""no published reports of association with HDFN""","Dombrock","Dombrock",2.56410256410256,"11, 12","p","https://en.wikipedia.org/wiki/ART4"
412,"Duffy - mild_2",2,"Duffy - mild","Duffy - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Duffy","Duffy",0.854700854700855,"13, 81, 82, 84","p","https://en.wikipedia.org/wiki/Duffy_antigen_system"
413,"Duffy - moderate_2",2,"Duffy - moderate","Duffy - moderate","moderate","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Duffy","Duffy",0.854700854700855,"13, 81, 82, 84","p","https://en.wikipedia.org/wiki/Duffy_antigen_system"
414,"Duffy - none_2",2,"Duffy - none","Duffy - none","none","None - ""no published reports of association with HDFN""","Duffy","Duffy",0.854700854700855,"13, 81, 82, 84","p","https://en.wikipedia.org/wiki/Duffy_antigen_system"
415,"Er - none_2",2,"Er - none","Er - none","none","None - ""no published reports of association with HDFN""","Er","Er",2.56410256410256,"5","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
416,"Forssman - none_2",2,"Forssman - none","Forssman - none","none","None - ""no published reports of association with HDFN""","Forssman","Forssman",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Forssman_antigen"
417,"Gerbich - moderate_2",2,"Gerbich - moderate","Gerbich - moderate","moderate","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Gerbich","Gerbich",1.28205128205128,"27, 29","p","https://en.wikipedia.org/wiki/Glycophorin_C"
418,"Gerbich - none_2",2,"Gerbich - none","Gerbich - none","none","None - ""no published reports of association with HDFN""","Gerbich","Gerbich",1.28205128205128,"27, 29","p","https://en.wikipedia.org/wiki/Glycophorin_C"
419,"Gill - none_2",2,"Gill - none","Gill - none","none","None - ""no published reports of association with HDFN""","Gill","Gill",2.56410256410256,"11","p","https://en.wikipedia.org/wiki/Aquaporin_3"
420,"Globoside - severe_2",2,"Globoside - severe","Globoside - severe","severe","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","severe","Globoside",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Globoside"
421,"H - moderate_2",2,"H - moderate","H - moderate","moderate","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","H","H",2.56410256410256,"1","li","https://en.wikipedia.org/wiki/H_antigen"
422,"High_prevalence_antigen - mild_2",2,"High_prevalence_antigen - mild","High_prevalence_antigen - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","High_prevalence_antigen","High_prevalence_antigen",1.28205128205128,"7","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
423,"High_prevalence_antigen - none_2",2,"High_prevalence_antigen - none","High_prevalence_antigen - none","none","None - ""no published reports of association with HDFN""","High_prevalence_antigen","High_prevalence_antigen",1.28205128205128,"7","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
424,"I - none_2",2,"I - none","I - none","none","None - ""no published reports of association with HDFN""","I","I",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Ii_antigen_system"
425,"Indian - none_2",2,"Indian - none","Indian - none","none","None - ""no published reports of association with HDFN""","Indian","Indian",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Indian_blood_group_system"
426,"John_Milton - none_2",2,"John_Milton - none","John_Milton - none","none","None - ""no published reports of association with HDFN""","John_Milton","John_Milton",2.56410256410256,"13","p","https://en.wikipedia.org/wiki/SEMA7A"
427,"Junior - mild_2",2,"Junior - mild","Junior - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Junior","Junior",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Junior_blood_group_system"
428,"Kell - mild_2",2,"Kell - mild","Kell - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Kell","Kell",0.641025641025641,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
429,"Kell - moderate_2",2,"Kell - moderate","Kell - moderate","moderate","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Kell","Kell",0.641025641025641,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
430,"Kell - none_2",2,"Kell - none","Kell - none","none","None - ""no published reports of association with HDFN""","Kell","Kell",0.641025641025641,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
431,"Kell - severe_2",2,"Kell - severe","Kell - severe","severe","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","severe","Kell",0.641025641025641,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
432,"Kidd - mild_2",2,"Kidd - mild","Kidd - mild","mild<br>(rare severe)","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Kidd","Kidd",2.56410256410256,"1, 2, 16","p","https://en.wikipedia.org/wiki/Kidd_antigen_system"
433,"Knops - none_2",2,"Knops - none","Knops - none","none","None - ""no published reports of association with HDFN""","Knops","Knops",2.56410256410256,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
434,"Kx - none_2",2,"Kx - none","Kx - none","none","None - ""no published reports of association with HDFN""","Kx","Kx",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/XK_(protein)"
435,"Landsteiner_Weiner - none_2",2,"Landsteiner_Weiner - none","Landsteiner_Weiner - none","none","None - ""no published reports of association with HDFN""","Landsteiner_Weiner","Landsteiner_Weiner",2.56410256410256,"1, 7","p","https://en.wikipedia.org/wiki/Lan_blood_group_system"
436,"Langereis - mild_2",2,"Langereis - mild","Langereis - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Langereis","Langereis",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Lan_blood_group_system"
437,"Lewis - none_2",2,"Lewis - none","Lewis - none","none","None - ""no published reports of association with HDFN""","Lewis","Lewis",2.56410256410256,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
438,"Low_prevalence_antigen - moderate_2",2,"Low_prevalence_antigen - moderate","Low_prevalence_antigen - moderate","moderate","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Low_prevalence_antigen","Low_prevalence_antigen",0.854700854700855,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
439,"Low_prevalence_antigen - none_2",2,"Low_prevalence_antigen - none","Low_prevalence_antigen - none","none","None - ""no published reports of association with HDFN""","Low_prevalence_antigen","Low_prevalence_antigen",0.854700854700855,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
440,"Low_prevalence_antigen - severe_2",2,"Low_prevalence_antigen - severe","Low_prevalence_antigen - severe","severe","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","severe","Low_prevalence_antigen",0.854700854700855,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
441,"Lutheran - mild_2",2,"Lutheran - mild","Lutheran - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Lutheran","Lutheran",1.28205128205128,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
442,"Lutheran - none_2",2,"Lutheran - none","Lutheran - none","none","None - ""no published reports of association with HDFN""","Lutheran","Lutheran",1.28205128205128,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
443,"Mittenberger - none_2",2,"Mittenberger - none","Mittenberger - none","none","None - ""no published reports of association with HDFN""","Mittenberger","Mittenberger",1.28205128205128,"1","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
444,"Mittenberger - severe_2",2,"Mittenberger - severe","Mittenberger - severe","severe","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","severe","Mittenberger",1.28205128205128,"1","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
445,"MNSs - mild_2",2,"MNSs - mild","MNSs - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","MNSs","MNSs",0.641025641025641,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
446,"MNSs - moderate_2",2,"MNSs - moderate","MNSs - moderate","moderate","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","MNSs","MNSs",0.641025641025641,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
447,"MNSs - none_2",2,"MNSs - none","MNSs - none","none","None - ""no published reports of association with HDFN""","MNSs","MNSs",0.641025641025641,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
448,"MNSs - severe_2",2,"MNSs - severe","MNSs - severe","severe","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","severe","MNSs",0.641025641025641,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
449,"Ok - none_2",2,"Ok - none","Ok - none","none","None - ""no published reports of association with HDFN""","Ok","Ok",2.56410256410256,"13","p","https://en.wikipedia.org/wiki/Basigin"
450,"P1Pk - none_2",2,"P1Pk - none","P1Pk - none","none","None - ""no published reports of association with HDFN""","P1Pk","P1Pk",2.56410256410256,"8","ul","https://en.wikipedia.org/wiki/P1PK_blood_group_system"
451,"Raph - none_2",2,"Raph - none","Raph - none","none","None - ""no published reports of association with HDFN""","Raph","Raph",2.56410256410256,"12","p","https://en.wikipedia.org/wiki/CD151"
452,"RHAG - none_2",2,"RHAG - none","RHAG - none","none","None - ""no published reports of association with HDFN""","RHAG","RHAG",2.56410256410256,"12","p","https://en.wikipedia.org/wiki/RHAG"
453,"Rhesus - mild_2",2,"Rhesus - mild","Rhesus - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Rhesus","Rhesus",0.641025641025641,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
454,"Rhesus - moderate_2",2,"Rhesus - moderate","Rhesus - moderate","moderate","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Rhesus","Rhesus",0.641025641025641,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
455,"Rhesus - none_2",2,"Rhesus - none","Rhesus - none","none","None - ""no published reports of association with HDFN""","Rhesus","Rhesus",0.641025641025641,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
456,"Rhesus - severe_2",2,"Rhesus - severe","Rhesus - severe","severe","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","severe","Rhesus",0.641025641025641,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
457,"Scianna - mild_2",2,"Scianna - mild","Scianna - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Scianna","Scianna",1.28205128205128,"1","p","https://en.wikipedia.org/wiki/Scianna_antigen_system"
458,"Scianna - none_2",2,"Scianna - none","Scianna - none","none","None - ""no published reports of association with HDFN""","Scianna","Scianna",1.28205128205128,"1","p","https://en.wikipedia.org/wiki/Scianna_antigen_system"
459,"Vel - mild_2",2,"Vel - mild","Vel - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Vel","Vel",2.56410256410256,"1, 5","p","https://en.wikipedia.org/wiki/Vel_blood_group"
460,"Xg - mild_2",2,"Xg - mild","Xg - mild","mild","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Xg","Xg",1.28205128205128,"1, 2","p","https://en.wikipedia.org/wiki/Xg_antigen_system"
461,"Xg - none_2",2,"Xg - none","Xg - none","none","None - ""no published reports of association with HDFN""","Xg","Xg",1.28205128205128,"1, 2","p","https://en.wikipedia.org/wiki/Xg_antigen_system"
462,"Yt(Cartwright) - none_2",2,"Yt(Cartwright) - none","Yt(Cartwright) - none","none","None - ""no published reports of association with HDFN""","Yt(Cartwright)","Yt(Cartwright)",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Yt_antigen_system"
463,"A_2",2,"A","ABO - mild","A","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","A","ABO - mild",1.28205128205128,"2, 30","p","https://en.wikipedia.org/wiki/ABO_blood_group_system"
464,"B_2",2,"B","ABO - mild","B","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","B","ABO - mild",1.28205128205128,"2, 30","p","https://en.wikipedia.org/wiki/ABO_blood_group_system"
465,"Ch1_2",2,"Ch1","Chido_Rogers - none","Ch1","None - ""no published reports of association with HDFN""","Ch1","Chido_Rogers - none",0.284900284900285,"1","p","https://en.wikipedia.org/wiki/Complement_component_4"
466,"Ch2_2",2,"Ch2","Chido_Rogers - none","Ch2","None - ""no published reports of association with HDFN""","Ch2","Chido_Rogers - none",0.284900284900285,"1","p","https://en.wikipedia.org/wiki/Complement_component_4"
467,"Ch3_2",2,"Ch3","Chido_Rogers - none","Ch3","None - ""no published reports of association with HDFN""","Ch3","Chido_Rogers - none",0.284900284900285,"1","p","https://en.wikipedia.org/wiki/Complement_component_4"
468,"Ch4_2",2,"Ch4","Chido_Rogers - none","Ch4","None - ""no published reports of association with HDFN""","Ch4","Chido_Rogers - none",0.284900284900285,"1","p","https://en.wikipedia.org/wiki/Complement_component_4"
469,"Ch5_2",2,"Ch5","Chido_Rogers - none","Ch5","None - ""no published reports of association with HDFN""","Ch5","Chido_Rogers - none",0.284900284900285,"1","p","https://en.wikipedia.org/wiki/Complement_component_4"
470,"Ch6_2",2,"Ch6","Chido_Rogers - none","Ch6","None - ""no published reports of association with HDFN""","Ch6","Chido_Rogers - none",0.284900284900285,"1","p","https://en.wikipedia.org/wiki/Complement_component_4"
471,"WH_2",2,"WH","Chido_Rogers - none","WH","None - ""no published reports of association with HDFN""","WH","Chido_Rogers - none",0.284900284900285,"1","p","https://en.wikipedia.org/wiki/Complement_component_4"
472,"Rg1_2",2,"Rg1","Chido_Rogers - none","Rg1","None - ""no published reports of association with HDFN""","Rg1","Chido_Rogers - none",0.284900284900285,"1","p","https://en.wikipedia.org/wiki/Complement_component_4"
473,"Rg2_2",2,"Rg2","Chido_Rogers - none","Rg2","None - ""no published reports of association with HDFN""","Rg2","Chido_Rogers - none",0.284900284900285,"1","p","https://en.wikipedia.org/wiki/Complement_component_4"
474,"Co<sup>b</sup>_2",2,"Co<sup>b</sup>","Colton - mild","Co<sup>b</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Co<sup>b</sup>","Colton - mild",0.641025641025641,"1, 2","p","https://en.wikipedia.org/wiki/Colton_antigen_system"
475,"Co<sup>3</sup>_2",2,"Co<sup>3</sup>","Colton - mild","Co<sup>3</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Co<sup>3</sup>","Colton - mild",0.641025641025641,"1, 2","p","https://en.wikipedia.org/wiki/Colton_antigen_system"
476,"Co<sup>a</sup>_2",2,"Co<sup>a</sup>","Colton - moderate","Co<sup>a</sup>","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Co<sup>a</sup>","Colton - moderate",1.28205128205128,"1, 2","p","https://en.wikipedia.org/wiki/Colton_antigen_system"
477,"Cs<sup>a</sup>_2",2,"Cs<sup>a</sup>","Cost - none","Cs<sup>a</sup>","None - ""no published reports of association with HDFN""","Cs<sup>a</sup>","Cost - none",1.28205128205128,"4","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
478,"CS<sup>b</sup>_2",2,"CS<sup>b</sup>","Cost - none","CS<sup>b</sup>","None - ""no published reports of association with HDFN""","CS<sup>b</sup>","Cost - none",1.28205128205128,"4","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
479,"Cr<sup>a</sup>_2",2,"Cr<sup>a</sup>","Cromer - none","Cr<sup>a</sup>","None - ""no published reports of association with HDFN""","Cr<sup>a</sup>","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
480,"Tc<sup>a</sup>_2",2,"Tc<sup>a</sup>","Cromer - none","Tc<sup>a</sup>","None - ""no published reports of association with HDFN""","Tc<sup>a</sup>","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
481,"Tc<sup>b</sup>_2",2,"Tc<sup>b</sup>","Cromer - none","Tc<sup>b</sup>","None - ""no published reports of association with HDFN""","Tc<sup>b</sup>","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
